"SYMBOL","PREV. CLOSE ","IEP","CHNG","%CHNG","FINAL ","FINAL QUANTITY ","VALUE (₹ Crores)","FFM CAP (₹ Crores)","NM 52W H ","NM 52W L "
"EXXARO","100.95","101.00","0.05","0.05","101.00","1,193","0.01","-","152.00","82.20"
"GLENMARK","1,119.45","1,120.00","0.55","0.05","1,120.00","7,868","0.88","-","1,176.45","589.35"
"LAOPALA","320.85","321.00","0.15","0.05","321.00","51","-","-","479.75","296.00"
"CAMPUS","254.55","254.65","0.10","0.04","254.65","1,152","0.03","-","364.75","213.00"
"JYOTICNC","905.65","906.00","0.35","0.04","906.00","131","0.01","-","966.00","368.00"
"INFOBEAN","398.90","399.05","0.15","0.04","399.05","5","-","-","522.90","361.65"
"NELCAST","137.10","137.15","0.05","0.04","137.15","7","-","-","194.30","87.65"
"ROSSARI","693.30","693.55","0.25","0.04","693.55","30","-","-","903.85","656.95"
"SIS","416.45","416.60","0.15","0.04","416.60","13","-","-","564.55","378.60"
"M&M","2,549.10","2,550.00","0.90","0.04","2,550.00","2,042","0.52","-","2,617.40","1,298.00"
"BHARTIARTL","1,384.35","1,384.80","0.45","0.03","1,384.80","2,174","0.30","-","1,407.00","812.80"
"NUVOCO","316.10","316.20","0.10","0.03","316.20","98","-","-","398.00","291.30"
"STEELCAS","650.20","650.40","0.20","0.03","650.40","50","-","-","747.00","452.90"
"SBICARD","702.80","703.00","0.20","0.03","703.00","3,339","0.23","-","933.00","678.90"
"SURYODAY","194.95","195.00","0.05","0.03","195.00","250","-","-","217.70","140.75"
"MANINFRA","197.95","198.00","0.05","0.03","198.00","400","0.01","-","249.30","90.15"
"RUBYMILLS","203.25","203.30","0.05","0.02","203.30","145","-","-","271.60","177.00"
"NH","1,236.70","1,237.00","0.30","0.02","1,237.00","626","0.08","-","1,444.90","846.60"
"BBL","4,334.95","4,336.00","1.05","0.02","4,336.00","58","0.03","-","4,850.00","1,477.88"
"FAIRCHEMOR","1,257.75","1,258.05","0.30","0.02","1,258.05","60","0.01","-","1,528.80","999.00"
"IPL","229.20","229.25","0.05","0.02","229.25","840","0.02","-","431.75","199.85"
"MANKIND","2,114.35","2,114.80","0.45","0.02","2,114.80","480","0.10","-","2,490.00","1,320.00"
"HEROMOTOCO","5,083.90","5,084.95","1.05","0.02","5,084.95","439","0.22","-","5,225.00","2,736.05"
"BBOX","246.90","246.95","0.05","0.02","246.95","261","0.01","-","312.20","122.35"
"TVSMOTOR","2,249.55","2,250.00","0.45","0.02","2,250.00","1,032","0.23","-","2,313.45","1,270.00"
"RALLIS","264.95","265.00","0.05","0.02","265.00","581","0.02","-","294.40","188.50"
"MAXIND","270.95","271.00","0.05","0.02","271.00","150","-","-","283.40","91.80"
"GODREJAGRO","543.90","544.00","0.10","0.02","544.00","155","0.01","-","594.00","425.00"
"KSCL","850.65","850.80","0.15","0.02","850.80","271","0.02","-","909.45","499.00"
"TITAN","3,403.40","3,404.00","0.60","0.02","3,404.00","539","0.18","-","3,886.95","2,745.00"
"ICICIPRULI","572.90","573.00","0.10","0.02","573.00","309","0.02","-","640.85","447.60"
"DEEPAKNTR","2,344.60","2,345.00","0.40","0.02","2,345.00","390","0.09","-","2,619.80","1,900.20"
"GODREJPROP","2,843.30","2,843.75","0.45","0.02","2,843.75","738","0.21","-","2,926.00","1,360.50"
"ARMANFIN","2,089.70","2,090.00","0.30","0.01","2,090.00","1,368","0.29","-","2,680.00","1,545.00"
"STERTOOLS","366.05","366.10","0.05","0.01","366.10","85","-","-","424.00","304.35"
"HIL","2,485.70","2,486.00","0.30","0.01","2,486.00","2","-","-","3,275.00","2,450.00"
"AKZOINDIA","2,565.35","2,565.65","0.30","0.01","2,565.65","3","-","-","3,058.00","2,267.00"
"ABBOTINDIA","26,244.15","26,246.70","2.55","0.01","26,246.70","30","0.08","-","29,638.95","21,450.10"
"CENTENKA","596.95","597.00","0.05","0.01","597.00","15","-","-","631.35","377.75"
"BATAINDIA","1,355.60","1,355.70","0.10","0.01","1,355.70","378","0.05","-","1,771.45","1,294.00"
"WHEELS","724.65","724.70","0.05","0.01","724.70","379","0.03","-","855.00","548.00"
"TEAMLEASE","2,956.45","2,956.65","0.20","0.01","2,956.65","87","0.03","-","3,700.00","2,140.15"
"VADILALIND","4,511.95","4,512.20","0.25","0.01","4,512.20","59","0.03","-","5,143.00","2,133.20"
"DIXON","9,264.70","9,265.00","0.30","0.00","9,265.00","322","0.30","-","9,488.20","3,652.40"
"CUMMINSIND","3,805.25","3,805.35","0.10","0.00","3,805.35","901","0.34","-","3,895.00","1,653.30"
"PILANIINVS","3,929.10","3,929.15","0.05","0.00","3,929.15","4","-","-","4,080.00","1,799.00"
"THOMASCOOK","203.95","203.95","-","-","203.95","2,645","0.05","-","227.70","63.40"
"SGL","15.30","15.30","-","-","15.30","1","-","-","22.70","12.80"
"ANDHRSUGAR","103.45","103.45","-","-","103.45","70","-","-","128.65","92.15"
"KILITCH","329.45","329.45","-","-","329.45","15","-","-","470.00","175.00"
"VHLTD","70.75","74.25","-","-","-","-","-","-","74.25","39.60"
"UFLEX","430.85","430.85","-","-","430.85","100","-","-","499.60","370.95"
"ENTERO","1,023.70","1,023.70","-","-","1,023.70","56","0.01","-","1,258.00","970.00"
"INDOWIND","22.10","22.10","-","-","22.10","4,177","0.01","-","33.20","9.85"
"JAYNECOIND","46.70","46.70","-","-","46.70","1,971","0.01","-","65.40","21.45"
"KCP","181.95","181.95","-","-","181.95","420","0.01","-","234.00","101.25"
"EICHERMOT","4,793.30","4,793.30","-","-","4,793.30","819","0.39","-","4,908.00","3,160.00"
"VCL","0.90","0.85","-","-","-","-","-","-","2.45","0.80"
"GNA","397.80","397.80","-","-","397.80","192","0.01","-","583.25","365.50"
"SAPPHIRE","1,401.20","1,401.20","-","-","1,401.20","17","-","-","1,680.00","1,213.00"
"BFUTILITIE","947.40","947.40","-","-","947.40","481","0.05","-","1,015.00","342.45"
"BAFNAPH","94.65","89.95","-","-","-","-","-","-","124.45","75.90"
"NOIDATOLL","8.90","8.90","-","-","8.90","13","-","-","15.40","6.60"
"JUBLPHARMA","690.55","690.55","-","-","690.55","503","0.03","-","741.00","318.75"
"VENUSPIPES","2,139.55","2,139.55","-","-","2,139.55","27","0.01","-","2,227.95","1,010.90"
"NILAINFRA","11.25","11.25","-","-","11.25","302","-","-","14.50","4.90"
"STOVEKRAFT","484.05","484.05","-","-","484.05","79","-","-","579.00","409.50"
"RADAAN","2.50","2.50","-","-","2.50","199","-","-","2.70","1.40"
"AAATECH","117.50","117.50","-","-","117.50","10","-","-","147.00","50.70"
"KHADIM","320.85","320.85","-","-","320.85","60","-","-","424.85","213.90"
"BEPL","94.60","94.60","-","-","94.60","434","-","-","118.00","81.60"
"BIOFILCHEM","65.20","65.20","-","-","65.20","11","-","-","79.00","43.00"
"LTF","158.20","158.20","-","-","158.20","1,339","0.02","-","179.00","102.40"
"PROZONER","30.85","30.85","-","-","30.85","15","-","-","44.80","22.20"
"GSS","97.25","97.25","-","-","97.25","5","-","-","226.95","93.15"
"OSIAHYPER","27.15","27.15","-","-","27.15","569","-","-","78.15","25.15"
"MANYAVAR","1,036.80","1,036.80","-","-","1,036.80","73","0.01","-","1,487.90","886.05"
"FORCEMOT","8,357.85","8,357.85","-","-","8,357.85","93","0.08","-","10,277.85","1,405.00"
"FLFL","2.00","2.00","-","-","2.00","6,524","-","-","6.35","1.80"
"CROMPTON","388.35","388.35","-","-","388.35","1,559","0.06","-","410.00","261.25"
"GHCL","517.95","517.95","-","-","517.95","259","0.01","-","659.90","434.95"
"SMLISUZU","2,192.50","2,192.50","-","-","2,192.50","19","-","-","2,480.00","991.05"
"FIBERWEB","41.75","41.75","-","-","41.75","3,674","0.02","-","45.25","27.05"
"KELLTONTEC","93.85","93.85","-","-","93.85","3,810","0.04","-","128.40","58.25"
"JETAIRWAYS","44.80","44.80","-","-","44.80","112","-","-","75.00","35.75"
"SAMBHAAV","5.15","5.15","-","-","5.15","2","-","-","6.45","2.65"
"CARBORUNIV","1,618.00","1,618.00","-","-","1,618.00","170","0.03","-","1,800.00","1,025.60"
"APOLLOPIPE","659.25","659.25","-","-","659.25","9","-","-","798.65","588.30"
"GPTINFRA","246.15","246.15","-","-","246.15","50","-","-","259.90","53.55"
"NUCLEUS","1,252.05","1,252.05","-","-","1,252.05","499","0.06","-","1,822.95","911.10"
"AGRITECH","197.10","197.10","-","-","197.10","1","-","-","261.50","98.00"
"BLSE","262.85","262.85","-","-","262.85","1,217","0.03","-","423.70","255.00"
"SHOPERSTOP","751.25","751.25","-","-","751.25","26","-","-","888.50","616.00"
"SAKHTISUG","33.20","33.20","-","-","33.20","62","-","-","46.75","21.30"
"GALLANTT","272.20","272.20","-","-","272.20","3","-","-","326.10","52.60"
"KANPRPLA","101.30","101.30","-","-","101.30","1","-","-","149.50","85.55"
"KPRMILL","803.30","803.30","-","-","803.30","427","0.03","-","928.15","570.00"
"APLAPOLLO","1,664.35","1,664.35","-","-","1,664.35","167","0.03","-","1,800.00","1,101.00"
"CCL","597.90","597.90","-","-","597.90","3,010","0.18","-","749.50","551.60"
"GOENKA","0.90","0.90","-","-","0.90","2,001","-","-","1.10","0.65"
"HDIL","4.45","4.45","-","-","4.45","1,400","-","-","5.80","2.25"
"MAYURUNIQ","529.20","529.20","-","-","529.20","4","-","-","618.00","455.00"
"TTKPRESTIG","704.50","704.50","-","-","704.50","34","-","-","832.70","666.00"
"VIDHIING","466.50","466.50","-","-","466.50","30","-","-","496.90","340.00"
"RAJRATAN","561.05","561.05","-","-","561.05","159","0.01","-","882.00","543.00"
"BHAGCHEM","194.35","194.35","-","-","194.35","310","0.01","-","204.40","112.50"
"ADANIPOWER","704.85","704.85","-","-","704.85","27,160","1.91","-","720.50","231.00"
"SUNFLAG","215.70","215.70","-","-","215.70","271","0.01","-","248.80","138.75"
"IFBAGRO","444.70","444.70","-","-","444.70","1","-","-","584.55","410.70"
"JOCIL","197.15","197.15","-","-","197.15","501","0.01","-","263.45","162.65"
"HARDWYN","29.05","29.05","-","-","29.05","2,000","0.01","-","57.15","27.65"
"NITINSPIN","330.30","330.30","-","-","330.30","3","-","-","394.60","227.00"
"BLUEDART","7,295.90","7,295.90","-","-","7,295.90","3","-","-","7,644.55","5,486.60"
"IDEA","15.05","15.05","-","-","15.05","13,70,157","2.06","-","18.40","6.95"
"FEL","0.80","0.80","-","-","0.80","7,520","-","-","1.10","0.60"
"PRESTIGE","1,611.50","1,611.50","-","-","1,611.50","1,245","0.20","-","1,676.00","471.30"
"ACE","1,428.40","1,428.40","-","-","1,428.40","1,428","0.20","-","1,695.00","452.00"
"ROLTA","5.95","5.65","-","-","-","-","-","-","7.20","1.45"
"KPIGREEN","1,830.00","1,830.00","-","-","1,830.00","1,608","0.29","-","2,109.15","323.33"
"SPTL","0.95","0.90","-","-","-","-","-","-","1.75","0.90"
"EMUDHRA","772.75","772.75","-","-","772.75","466","0.04","-","843.95","360.65"
"TOTAL","99.25","99.25","-","-","99.25","1","-","-","186.60","91.95"
"MUKANDLTD","155.80","155.80","-","-","155.80","30","-","-","212.80","119.85"
"AMIORG","1,204.65","1,204.65","-","-","1,204.65","143","0.02","-","1,388.95","1,004.45"
"TTML","76.10","76.10","-","-","76.10","3,573","0.03","-","109.10","61.00"
"HTMEDIA","26.30","26.30","-","-","26.30","361","-","-","36.90","18.75"
"AMBIKCO","1,551.05","1,551.05","-","-","1,551.05","7","-","-","1,885.00","1,385.65"
"DYNPRO","262.65","262.65","-","-","262.65","4","-","-","418.70","252.00"
"SUMIT","72.75","72.75","-","-","72.75","30","-","-","80.30","27.00"
"FCSSOFT","3.85","3.85","-","-","3.85","84,852","0.03","-","6.65","2.10"
"JAIBALAJI","921.35","921.35","-","-","921.35","132","0.01","-","1,314.00","72.50"
"RAINBOW","1,253.00","1,253.00","-","-","1,253.00","144","0.02","-","1,649.00","885.25"
"MAHSCOOTER","7,590.30","7,590.30","-","-","7,590.30","25","0.02","-","8,608.40","5,053.60"
"ENERGYDEV","23.10","23.10","-","-","23.10","26","-","-","36.80","15.60"
"SPAL","590.45","590.45","-","-","590.45","40","-","-","674.85","398.50"
"SHRENIK","1.00","1.00","-","-","1.00","12,121","-","-","1.70","0.85"
"MORARJEE","16.10","15.30","-","-","-","-","-","-","32.80","15.30"
"OSWALAGRO","44.55","44.55","-","-","44.55","13","-","-","59.00","26.05"
"SOLARA","455.25","455.25","-","-","455.25","8","-","-","556.33","262.39"
"OBEROIRLTY","1,803.85","1,803.85","-","-","1,803.85","156","0.03","-","1,849.00","917.00"
"MAHEPC","132.40","132.40","-","-","132.40","200","-","-","162.80","96.20"
"JTEKTINDIA","160.95","160.95","-","-","160.95","217","-","-","188.00","122.00"
"SUMEETINDS","2.50","2.40","-","-","-","-","-","-","5.30","1.90"
"NURECA","272.40","272.40","-","-","272.40","200","0.01","-","468.80","253.50"
"REMSONSIND","933.00","933.00","-","-","933.00","11","-","-","1,100.00","226.25"
"GENUSPOWER","328.85","328.85","-","-","328.85","944","0.03","-","343.95","86.10"
"KFINTECH","752.10","752.10","-","-","752.10","510","0.04","-","822.00","322.05"
"LLOYDSME","695.70","695.70","-","-","695.70","269","0.02","-","750.00","492.00"
"BLKASHYAP","67.30","67.30","-","-","67.30","6,049","0.04","-","88.80","36.90"
"ADROITINFO","19.80","19.80","-","-","19.80","60","-","-","24.89","11.73"
"METROPOLIS","1,977.35","1,977.35","-","-","1,977.35","102","0.02","-","2,050.00","1,260.60"
"ISFT","125.80","125.80","-","-","125.80","51","-","-","191.75","107.50"
"MANINDS","358.70","358.70","-","-","358.70","331","0.01","-","459.00","127.30"
"HONDAPOWER","2,544.35","2,544.35","-","-","2,544.35","5","-","-","3,136.15","2,102.10"
"SBCL","496.50","496.50","-","-","496.50","652","0.03","-","750.00","460.00"
"KERNEX","463.10","463.10","-","-","463.10","5","-","-","721.00","244.55"
"COMPINFO","4.15","3.95","-","-","-","-","-","-","17.10","3.95"
"BTML","16.80","16.80","-","-","16.80","2,100","-","-","22.19","12.20"
"TCIFINANCE","6.95","7.25","-","-","-","-","-","-","7.25","2.70"
"WOCKPHARMA","560.70","560.70","-","-","560.70","301","0.02","-","630.00","167.70"
"MOLDTECH","247.95","247.95","-","-","247.95","117","-","-","398.55","180.00"
"TCNSBRANDS","493.80","493.80","-","-","493.80","10","-","-","512.60","329.00"
"IPCALAB","1,296.60","1,296.60","-","-","1,296.60","111","0.01","-","1,374.60","675.45"
"GANGAFORGE","8.10","8.10","-","-","8.10","862","-","-","17.50","3.55"
"PANACEABIO","135.80","135.80","-","-","135.80","1","-","-","202.50","116.00"
"RATNAMANI","3,295.35","3,295.35","-","-","3,295.35","38","0.01","-","3,938.80","2,262.00"
"LPDC","8.95","8.95","-","-","8.95","105","-","-","11.75","5.10"
"AKSHAR","2.55","2.55","-","-","2.55","9,180","-","-","7.08","2.15"
"FMNL","6.60","6.60","-","-","6.60","651","-","-","10.75","4.35"
"BAJAJHIND","31.80","31.80","-","-","31.80","26,343","0.08","-","40.50","13.80"
"NTL","3.25","3.10","-","-","-","-","-","-","4.50","3.10"
"IOLCP","369.75","369.75","-","-","369.75","66","-","-","535.90","350.55"
"FILATEX","55.90","55.90","-","-","55.90","1,011","0.01","-","78.00","36.25"
"PRECAM","189.05","189.05","-","-","189.05","1,740","0.03","-","319.00","149.35"
"HOVS","64.70","64.70","-","-","64.70","1","-","-","97.40","44.40"
"RAJMET","10.80","10.80","-","-","10.80","12,541","0.01","-","21.35","8.50"
"UGROCAP","274.15","274.15","-","-","274.15","128","-","-","319.15","210.25"
"DBREALTY","203.25","203.25","-","-","203.25","3,174","0.06","-","284.90","69.15"
"NOCIL","258.25","258.25","-","-","258.25","820","0.02","-","297.80","204.35"
"SONAMLTD","39.05","39.05","-","-","39.05","1","-","-","47.50","22.78"
"QUESS","604.05","604.05","-","-","604.05","1,238","0.07","-","670.40","396.00"
"BAJAJ-AUTO","8,998.70","8,998.70","-","-","8,998.70","242","0.22","-","9,357.95","4,541.00"
"MEGASTAR","257.70","257.70","-","-","257.70","59","-","-","404.95","242.10"
"HSCL","346.20","346.20","-","-","346.20","852","0.03","-","398.75","122.80"
"ALOKINDS","26.10","26.10","-","-","26.10","10,840","0.03","-","39.05","12.60"
"CYIENT","1,808.20","1,808.20","-","-","1,808.20","793","0.14","-","2,458.95","1,264.65"
"AWL","341.10","341.10","-","-","341.10","4,106","0.14","-","457.65","285.80"
"COMPUSOFT","29.85","29.85","-","-","29.85","1,160","-","-","43.60","18.65"
"MUKKA","33.80","33.80","-","-","33.80","567","-","-","43.95","33.00"
"APOLLOTYRE","476.95","476.95","-","-","476.95","5,022","0.24","-","557.90","365.00"
"VINNY","4.15","4.15","-","-","4.15","1,195","-","-","7.15","2.45"
"SHYAMCENT","17.90","17.90","-","-","17.90","146","-","-","32.40","16.60"
"REFEX","142.85","142.85","-","-","142.85","4,210","0.06","-","184.80","98.23"
"PARADEEP","68.65","68.65","-","-","68.65","2,346","0.02","-","85.90","51.65"
"SIKKO","94.20","94.20","-","-","94.20","330","-","-","118.00","54.55"
"INDIGRID","137.18","137.18","-","-","137.18","4","-","-","142.30","126.00"
"RELCHEMQ","211.60","211.60","-","-","211.60","16","-","-","349.00","169.05"
"ESTER","116.95","116.95","-","-","116.95","900","0.01","-","132.45","81.90"
"RUCHINFRA","12.40","12.40","-","-","12.40","5,000","0.01","-","18.70","7.90"
"CHEMCON","243.80","243.80","-","-","243.80","62","-","-","319.45","230.05"
"GENUSPAPER","21.85","21.85","-","-","21.85","567","-","-","28.50","13.60"
"COFFEEDAY","56.45","56.45","-","-","56.45","24,302","0.14","-","74.65","29.00"
"KALYANKJIL","406.45","406.45","-","-","406.45","2,428","0.10","-","449.70","104.80"
"CANFINHOME","742.00","742.00","-","-","742.00","1,056","0.08","-","909.80","677.45"
"KITEX","207.40","207.40","-","-","207.40","101","-","-","287.60","155.45"
"CHENNPETRO","972.45","972.45","-","-","972.45","1,818","0.18","-","1,122.50","347.90"
"FCL","367.05","367.05","-","-","367.05","706","0.03","-","458.85","266.00"
"KOTHARIPRO","129.20","129.20","-","-","129.20","101","-","-","186.70","99.90"
"INDOAMIN","121.05","121.05","-","-","121.05","143","-","-","184.60","101.20"
"DNAMEDIA","4.30","4.30","-","-","4.30","295","-","-","6.80","2.60"
"DLINKINDIA","412.55","412.55","-","-","412.55","142","0.01","-","455.90","224.00"
"RAJESHEXPO","301.70","301.70","-","-","301.70","368","0.01","-","669.30","261.00"
"ESCORTS","3,855.00","3,855.00","-","-","3,855.00","221","0.09","-","3,960.00","2,076.80"
"KALAMANDIR","171.55","171.55","-","-","171.55","683","0.01","-","312.00","168.40"
"LT","3,652.00","3,652.00","-","-","3,652.00","4,111","1.50","-","3,860.00","2,200.00"
"KAKATCEM","209.30","209.30","-","-","209.30","5","-","-","278.20","185.50"
"IL&FSENGG","25.00","25.00","-","-","25.00","9","-","-","51.65","10.10"
"VOLTAMP","11,229.65","11,229.65","-","-","11,229.65","59","0.07","-","12,500.00","3,815.60"
"GTLINFRA","1.55","1.55","-","-","1.55","3,31,685","0.05","-","2.60","0.70"
"CREDITACC","1,377.45","1,377.45","-","-","1,377.45","218","0.03","-","1,796.00","1,168.70"
"AARON","269.50","269.50","-","-","269.50","1","-","-","326.40","210.05"
"COUNCODOS","6.05","6.05","-","-","6.05","102","-","-","7.05","3.80"
"INDBANK","50.70","50.70","-","-","50.70","670","-","-","60.65","24.50"
"APS","353.90","353.90","-","-","353.90","1,500","0.05","-","426.85","140.00"
"AIIL","840.25","840.25","-","-","840.25","1","-","-","968.30","732.20"
"SOUTHBANK","27.75","27.75","-","-","27.75","1,68,616","0.47","-","37.18","15.65"
"SIGNATURE","1,287.90","1,287.90","-","-","1,287.90","35","-","-","1,427.90","444.00"
"NAGAFERT","10.20","10.20","-","-","10.20","10,783","0.01","-","15.85","7.90"
"MAXESTATES","368.55","368.55","-","-","368.55","582","0.02","-","388.00","242.75"
"ANTGRAPHIC","1.50","1.50","-","-","1.50","12,268","-","-","1.95","0.60"
"ROLEXRINGS","2,437.85","2,437.85","-","-","2,437.85","18","-","-","2,677.40","1,720.00"
"SAKAR","340.20","340.20","-","-","340.20","84","-","-","479.00","230.05"
"ASHIANA","365.40","365.40","-","-","365.40","1,038","0.04","-","399.10","171.00"
"CHEMBOND","510.30","510.30","-","-","510.30","277","0.01","-","639.50","329.90"
"SANGHIIND","93.35","93.35","-","-","93.35","326","-","-","156.00","65.70"
"GULFPETRO","62.70","62.70","-","-","62.70","46","-","-","90.20","36.00"
"UTKARSHBNK","53.25","53.25","-","-","53.25","5,088","0.03","-","68.30","37.20"
"VERTOZ","724.45","724.45","-","-","724.45","27","-","-","905.00","216.60"
"INDIANB","579.25","579.25","-","-","579.25","1,617","0.09","-","596.00","268.00"
"HIMATSEIDE","130.05","130.05","-","-","130.05","229","-","-","187.95","85.65"
"PPLPHARMA","149.70","149.70","-","-","149.70","6,225","0.09","-","166.70","79.12"
"TTL","108.60","108.60","-","-","108.60","4","-","-","128.50","72.10"
"VIPCLOTHNG","34.70","34.70","-","-","34.70","100","-","-","59.70","32.95"
"BASF","4,450.30","4,450.30","-","-","4,450.30","36","0.02","-","4,739.40","2,430.00"
"ARENTERP","42.85","42.85","-","-","42.85","1","-","-","64.40","30.35"
"ZIMLAB","103.90","103.90","-","-","103.90","549","0.01","-","152.70","89.50"
"ASIANHOTNR","139.00","139.00","-","-","139.00","22","-","-","238.95","108.85"
"JPASSOCIAT","15.40","15.40","-","-","15.40","94,829","0.15","-","27.15","6.95"
"UGARSUGAR","73.50","73.50","-","-","73.50","502","-","-","135.90","64.05"
"RELAXO","816.15","816.15","-","-","816.15","146","0.01","-","974.00","762.45"
"SUBEXLTD","29.15","29.15","-","-","29.15","14,631","0.04","-","45.80","26.80"
"UNIVCABLES","637.95","637.95","-","-","637.95","112","0.01","-","672.90","350.10"
"RAJRILTD","21.45","21.45","-","-","21.45","26","-","-","70.95","15.00"
"LYPSAGEMS","5.90","5.90","-","-","5.90","50","-","-","8.80","3.95"
"BHINVIT","105.44","105.44","-","-","105.44","18","-","-","111.90","101.10"
"IGARASHI","489.95","489.95","-","-","489.95","131","0.01","-","692.50","402.00"
"SHAKTIPUMP","2,623.50","2,623.45","-0.05","-0.00","2,623.45","352","0.09","-","2,955.90","511.90"
"LUXIND","1,469.50","1,469.45","-0.05","-0.00","1,469.45","38","0.01","-","1,719.55","1,071.75"
"CEATLTD","2,379.10","2,379.00","-0.10","-0.00","2,379.00","249","0.06","-","2,998.45","1,885.45"
"MFSL","957.75","957.70","-0.05","-0.01","957.70","140","0.01","-","1,092.00","668.30"
"STAR","849.05","849.00","-0.05","-0.01","849.00","434","0.04","-","919.95","352.20"
"ESABINDIA","5,648.35","5,648.00","-0.35","-0.01","5,648.00","16","0.01","-","6,585.95","3,750.00"
"AIAENG","3,720.25","3,720.00","-0.25","-0.01","3,720.00","31","0.01","-","4,630.00","2,761.00"
"DRREDDY","5,872.70","5,872.15","-0.55","-0.01","5,872.15","338","0.20","-","6,505.90","4,480.95"
"PRAJIND","516.20","516.15","-0.05","-0.01","516.15","741","0.04","-","650.50","365.95"
"CLEAN","1,373.50","1,373.35","-0.15","-0.01","1,373.35","161","0.02","-","1,622.00","1,276.00"
"UTTAMSUGAR","323.50","323.45","-0.05","-0.02","323.45","237","0.01","-","535.80","252.80"
"JUSTDIAL","952.15","952.00","-0.15","-0.02","952.00","667","0.06","-","1,162.00","681.05"
"MAPMYINDIA","1,975.35","1,975.00","-0.35","-0.02","1,975.00","78","0.02","-","2,343.95","1,066.00"
"DOLLAR","563.65","563.55","-0.10","-0.02","563.55","112","0.01","-","659.95","330.00"
"KNRCON","269.75","269.70","-0.05","-0.02","269.70","887","0.02","-","305.50","226.30"
"INDIGO","4,252.95","4,252.05","-0.90","-0.02","4,252.05","872","0.37","-","4,529.00","2,315.40"
"MHLXMIRU","219.05","219.00","-0.05","-0.02","219.00","25","-","-","376.00","144.00"
"PRINCEPIPE","624.05","623.90","-0.15","-0.02","623.90","229","0.01","-","776.00","521.35"
"SAMHI","191.75","191.70","-0.05","-0.03","191.70","1,259","0.02","-","237.85","127.25"
"HINDPETRO","557.15","557.00","-0.15","-0.03","557.00","20,030","1.12","-","594.80","239.20"
"SKFINDIA","6,111.75","6,110.00","-1.75","-0.03","6,110.00","86","0.05","-","6,380.00","4,024.50"
"FLUOROCHEM","3,206.05","3,205.05","-1.00","-0.03","3,205.05","37","0.01","-","3,920.00","2,537.00"
"ASTRAZEN","6,432.80","6,430.45","-2.35","-0.04","6,430.45","1,230","0.79","-","7,220.95","3,209.40"
"HUBTOWN","132.60","132.55","-0.05","-0.04","132.55","304","-","-","172.00","39.80"
"DCBBANK","129.80","129.75","-0.05","-0.04","129.75","2,342","0.03","-","163.45","109.90"
"KEC","772.30","772.00","-0.30","-0.04","772.00","357","0.03","-","838.85","520.20"
"GOODLUCK","896.30","895.95","-0.35","-0.04","895.95","12","-","-","1,168.75","367.00"
"RBZJEWEL","127.50","127.45","-0.05","-0.04","127.45","17","-","-","255.35","96.00"
"ANANTRAJ","382.15","382.00","-0.15","-0.04","382.00","779","0.03","-","392.40","145.95"
"SHYAMMETL","630.25","630.00","-0.25","-0.04","630.00","722","0.05","-","737.80","292.00"
"HILTON","124.25","124.20","-0.05","-0.04","124.20","324","-","-","174.00","96.80"
"GREENLAM","618.55","618.30","-0.25","-0.04","618.30","1,094","0.07","-","662.00","346.00"
"PALREDTEC","119.75","119.70","-0.05","-0.04","119.70","19","-","-","230.00","113.05"
"MUFIN","118.85","118.80","-0.05","-0.04","118.80","564","0.01","-","274.40","108.05"
"SIMPLEXINF","118.40","118.35","-0.05","-0.04","118.35","332","-","-","151.50","29.80"
"IDFC","116.20","116.15","-0.05","-0.04","116.15","1,02,157","1.19","-","137.00","95.15"
"TEGA","1,467.75","1,467.10","-0.65","-0.04","1,467.10","91","0.01","-","1,653.50","798.00"
"APTECHT","225.35","225.25","-0.10","-0.04","225.25","183","-","-","422.82","201.10"
"TARACHAND","427.20","427.00","-0.20","-0.05","427.00","90","-","-","468.00","268.40"
"LTFOODS","206.65","206.55","-0.10","-0.05","206.55","1,260","0.03","-","234.60","112.80"
"360ONE","821.50","821.10","-0.40","-0.05","821.10","310","0.03","-","900.95","415.00"
"BOSCHLTD","31,566.45","31,550.00","-16.45","-0.05","31,550.00","130","0.41","-","32,229.50","17,931.15"
"TECHM","1,329.70","1,329.00","-0.70","-0.05","1,329.00","1,165","0.15","-","1,416.30","1,060.10"
"TPLPLASTEH","90.00","89.95","-0.05","-0.06","89.95","1,052","0.01","-","106.50","38.60"
"ASHOKA","178.30","178.20","-0.10","-0.06","178.20","4,986","0.09","-","197.50","74.65"
"ASHAPURMIN","355.20","355.00","-0.20","-0.06","355.00","53","-","-","483.20","116.50"
"SUBROS","606.65","606.30","-0.35","-0.06","606.30","244","0.01","-","733.75","322.35"
"TIPSINDLTD","426.20","425.95","-0.25","-0.06","425.95","189","0.01","-","530.95","168.00"
"RUPA","252.60","252.45","-0.15","-0.06","252.45","576","0.01","-","308.65","233.95"
"VESUVIUS","5,203.10","5,200.00","-3.10","-0.06","5,200.00","46","0.02","-","5,649.90","2,191.00"
"BRITANNIA","5,212.25","5,209.00","-3.25","-0.06","5,209.00","150","0.08","-","5,386.05","4,347.70"
"HAL","5,142.35","5,139.00","-3.35","-0.07","5,139.00","8,654","4.45","-","5,378.00","1,499.03"
"ZEEL","148.95","148.85","-0.10","-0.07","148.85","33,576","0.50","-","299.70","129.25"
"MPSLTD","1,634.15","1,633.00","-1.15","-0.07","1,633.00","174","0.03","-","1,885.00","1,020.60"
